CASE ID,Activity,current
1-737329733,Closed,637.671
1-737329817,Closed,730.578
1-737332116,Closed,50.553
1-737332328,Closed,41.802
1-737333497,In Call,1.731
1-737333735,In Call,0.229
1-737336647,In Call,0.11
1-737336773,Closed,898.696
1-737336823,Closed,115.558
1-737338118,Closed,1.901
1-737338361,In Call,0.237
1-737338414,Closed,639.917
1-737343221,Closed,38.581
1-737344518,In Call,0.763
1-737344545,Closed,638.211
1-737345189,Closed,644.964
1-737346077,Closed,729.537
1-737346121,In Call,0.81
1-737346151,Closed,641.647
1-737346628,In Call,0.313
1-737346787,Closed,894.401
1-737349941,Closed,83.958
1-737350346,In Call,0.317
1-737352031,Closed,121.419
1-737352098,In Call,1.733
1-737352798,Closed,200.255
1-737354015,Closed,636.976
1-737354231,Closed,288.258
1-737354352,In Call,0.889
1-737354703,Closed,885.657
1-737356205,Closed,113.665
1-737356353,Closed,799.676
1-737357037,In Call,0.742
1-737357164,Closed,612.503
1-737357241,Closed,115.124
1-737357381,In Call,3.542
1-737357480,In Call,0.48
1-737357973,Closed,636.81
1-737358255,In Call,0.043
1-737358628,Closed,1143.404
1-737358636,In Call,0.143
1-737358668,Closed,632.579
1-737358716,In Call,0.328
1-737362880,In Call,0.115
1-737362993,Closed,898.002
1-737363021,In Call,0.063
1-737363086,In Call,0.128
1-737363211,Closed,30.408
1-737367061,Closed,117.128
1-737367369,Closed,110.153
1-737369385,In Call,0.443
1-737370197,Closed,200.229
1-737370205,Closed,113.681
1-737370531,Closed,882.664
1-737370789,In Call,0.137
1-737371071,Closed,115.148
1-737371245,Closed,113.673
1-737372105,Closed,113.69
1-737375055,In Call,0.801
1-737375093,Closed,1145.918
1-737375185,In Call,2.061
1-737378014,Closed,200.501
1-737378070,Closed,890.853
1-737378916,In Call,0.671
1-737378992,In Call,0.207
1-737379081,Closed,803.127
1-737379287,In Call,10.551
1-737380081,Closed,1096.511
1-737380122,Closed,663.208
1-737380131,Closed,662.739
1-737380211,Closed,746.914
1-737380241,Closed,659.023
1-737380431,Closed,654.347
1-737380491,Closed,652.151
1-737380561,Closed,651.139
1-737380876,Closed,813.806
1-737381168,In Call,0.672
1-737381379,Closed,17.47
1-737381411,Closed,17.469
1-737384056,Closed,100.101
1-737384431,In Call,19.547
1-737384546,In Call,445.45
1-737385150,In Call,1.373
1-737385451,Resolved,1162.348
1-737385490,In Call,0.09
1-737390124,Closed,189.88
1-737390796,Closed,685.843
1-737390851,Closed,79.72
1-737392642,In Call,0.439
1-737392781,Closed,66.592
1-737392833,Closed,670.502
1-737393064,In Call,0.163
1-737393224,In Call,0.592
1-737393285,Closed,106.092
1-737393684,Closed,186.37
1-737394100,In Call,1.156
1-737400987,In Call,12.02
1-737405175,Closed,616.732
1-737405436,Closed,613.742
1-737405484,Closed,613.04
1-737406217,Closed,679.911
1-737406804,Closed,660.459
1-737406827,Closed,661.199
1-737406980,In Call,0.371
1-737407112,In Call,0.102
1-737410701,Closed,62.737
1-737410973,Closed,787.057
1-737411861,Closed,668.525
1-737413975,Closed,5.466
1-737414629,Closed,1701.602
1-737421303,Closed,1723.126
1-737421721,Closed,665.575
1-737421911,Closed,608.822
1-737422330,Closed,86.455
1-737422559,Closed,690.093
1-737422740,Closed,82.847
1-737422819,Closed,686.954
1-737422898,Closed,686.22
1-737425019,In Call,437.124
1-737460077,Closed,1118.14
1-737460186,Closed,682.557
1-737460240,Closed,74.51
1-737460260,Closed,1715.39
1-737460300,In Call,81.48
1-737460373,Closed,843.57
1-737460436,Closed,662.833
1-737460454,In Call,74.992
1-737460481,In Call,0.235
1-737460749,Closed,836.848
1-737460825,Closed,663.963
1-737461013,In Call,0.594
1-737461181,In Call,4.871
1-737461703,In Call,4.132
1-737461747,In Call,0.798
1-737461955,Closed,685.63
1-737462440,Closed,681.159
1-737462627,Closed,678.738
1-737462837,Closed,676.1
1-737464075,In Call,0.255
1-737464558,Closed,667.04
1-737464711,Closed,665.461
1-737464766,Closed,58.799
1-738144182,Closed,1178.138
1-738144221,In Call,0.506
1-738144681,In Call,1.28
1-738144751,Closed,55.187
1-738145941,Closed,1107.457
1-738145960,In Call,0.437
1-738146249,Closed,670.978
1-738146352,Closed,670.708
1-738146459,Closed,0.179
1-738146770,Closed,579.986
1-738146991,Closed,67.893
1-738147151,Closed,66.613
1-738147262,Closed,669.484
1-738147414,Closed,1705.27
1-738148163,In Call,0.078
1-738148271,In Call,0.324
1-738148308,In Call,0.423
1-738149182,In Call,0.364
1-738149231,In Call,0.268
1-738149241,In Call,0.5
1-738149466,Closed,661.512
1-738149711,Closed,660.454
1-738150329,Closed,668.708
1-738150471,Closed,667.382
1-738150611,Closed,752.799
1-738150892,Closed,663.266
1-738153171,In Call,0.678
1-738153345,Closed,230.822
1-738153732,Closed,661.093
1-738155192,Closed,667.305
1-738155318,Closed,667.194
1-738155344,Closed,667.031
1-738155391,Closed,666.862
1-738156022,In Call,1.04
1-738156251,Closed,665.322
1-738156273,Closed,58.149
1-738156778,Closed,661.773
1-738156956,Closed,667.33
1-738157101,Closed,751.667
1-738157291,Closed,663.085
1-738157446,Closed,662.328
1-738162101,Closed,7.037
1-738162172,In Call,0.353
1-738162558,In Call,1.505
1-738162756,In Call,0.206
1-738162969,Closed,60.45
1-738163053,Closed,578.459
1-738163074,Closed,59.166
1-738163259,In Call,0.112
1-738163385,Closed,488.512
1-738163451,In Call,0.342
1-738163587,Closed,1094.186
1-738163862,Closed,660.572
1-738165181,Closed,516.133
1-738165770,In Call,1.407
1-738165808,In Call,0.316
1-738166908,Closed,146.319
1-738167039,Closed,664.009
1-738167238,Closed,661.714
1-738167409,In Call,1.254
1-738167982,In Call,0.07
1-738168011,Closed,145.61
1-738168201,In Call,0.208
1-738168248,Closed,56.905
1-738177301,Closed,1095.486
1-738177411,Closed,662.421
1-738177479,Closed,661.586
1-738177601,Closed,661.365
1-738183837,Closed,660.399
1-738188182,Closed,662.08
1-738188290,In Call,3.779
1-738188635,Closed,104.912
1-738188705,Closed,659.507
1-738189611,Closed,745.912
1-738189892,In Call,1.313
1-738190091,Closed,736.549
1-738190671,Closed,916.226
1-738194008,In Call,0.197
1-738194126,In Call,0.341
1-738194191,Closed,55.7
1-738194668,In Call,0.561
1-738194676,Closed,658.942
1-738197008,Closed,661.445
1-738197348,Closed,832.624
1-738197394,Closed,53.682
1-738197417,Closed,658.784
1-738197819,Closed,655.925
1-738199908,Closed,662.176
1-738201299,Closed,661.043
1-738201343,Closed,660.845
1-738201417,Closed,660.351
1-738201451,Closed,660.229
1-738201468,Closed,659.96
1-738203329,Closed,747.884
1-738203467,In Call,0.22
1-738212654,In Call,0.329
1-738212849,Closed,745.23
1-738218136,Closed,659.573
1-738218723,In Call,0.262
1-738220469,In Call,1.52
1-738220637,Closed,658.968
1-738221024,Closed,187.897
1-738221393,In Call,1.52
1-738222760,Closed,657.914
1-738226136,In Call,4.549
1-738226896,In Call,0.411
1-738229421,Closed,225.874
1-738229673,Closed,52.024
1-738230273,In Call,0.324
1-738231394,Closed,741.268
1-738233069,In Call,0.535
1-738233197,In Call,0.421
1-738233339,Closed,484.712
1-738233715,In Call,0.648
1-738235971,Closed,832.711
1-738236279,Closed,658.086
1-738238024,Closed,746.553
1-738238217,Closed,658.043
1-738238752,Closed,658.005
1-738240004,In Call,1.401
1-738240917,Closed,2.025
1-738240944,Closed,658.314
1-738241278,Closed,659.379
1-738241583,In Call,0.219
1-738241691,Closed,658.884
1-738241731,Closed,226.24
1-738241829,Closed,658.139
1-738241883,Closed,1176.98
1-738242083,Closed,53.621
1-738242256,In Call,0.555
1-738242503,Closed,658.424
1-738242595,Closed,657.775
1-738242639,Closed,1176.824
1-738244261,Closed,658.262
1-738244277,In Call,0.101
1-738244385,Closed,43.501
1-738244419,Closed,656.768
1-738244623,Closed,223.182
1-738244679,Closed,654.251
1-738244697,Closed,654.01
1-738244815,Closed,654.231
1-738244841,Closed,654.337
1-738247053,Closed,657.987
1-738247330,In Call,1.159
1-738247423,Closed,656.308
1-738247666,In Call,0.422
1-738260024,In Call,3.637
1-738260156,Closed,657.671
1-738260464,Closed,656.36
1-738263211,Closed,657.598
1-738263240,In Call,0.282
1-738263316,In Call,0.407
1-738263602,Closed,654.545
1-738270547,In Call,0.316
1-738270724,Closed,654.01
1-738270755,Closed,1.732
1-738270991,Closed,657.777
1-738271151,Closed,830.278
1-738271384,In Call,0.283
1-738273642,Closed,741.762
1-738274210,Closed,657.837
1-738274290,In Call,1.718
1-738274604,Closed,571.011
1-738275938,In Call,7.736
1-738276099,Closed,134.956
1-738276201,Closed,829.92
1-738276931,In Call,0.317
1-738277328,In Call,0.35
1-738277334,Closed,137.324
1-738277423,Closed,482.617
1-738280993,Closed,656.761
1-738281185,In Call,12.586
1-738281200,Closed,655.306
1-738281209,Closed,741.707
1-738281268,Closed,654.955
1-738281721,In Call,3.683
1-738281901,Closed,657.56
1-738282694,In Call,0.334
1-738286832,Closed,655.452
1-738288901,Closed,656.867
1-738289102,Closed,742.494
1-738289146,In Call,4.88
1-738290791,In Call,0.529
1-738291533,Closed,654.493
1-738297251,Closed,654.969
1-738297782,In Call,0.474
1-738304345,Closed,1086.547
1-738304751,Closed,652.425
1-738304796,Closed,651.97
1-738314138,Closed,135.19
1-738314403,Closed,48.158
1-738316993,Closed,654.341
1-738317005,Closed,654.337
1-738317017,Closed,654.335
1-738317029,Closed,741.163
1-738317181,Closed,653.544
1-738317240,Closed,653.151
1-738317366,Closed,652.202
1-738317421,Closed,652.031
1-738317432,Closed,652.03
1-738317535,Closed,651.652
1-738317569,Closed,651.378
1-738317604,Closed,650.973
1-738317813,Closed,648.745
1-738317999,Closed,1173.447
1-738318027,Closed,654.537
1-738318143,Closed,654.356
1-738318453,Closed,739.714
1-738318481,Closed,739.558
1-738321106,In Call,1.29
1-738321117,Closed,652.523
1-738321387,In Call,2.29
1-738321474,In Call,0.885
1-738321581,In Call,0.309
1-738321806,Closed,646.244
1-738322066,In Call,0.997
1-738328020,Closed,480.84
1-738328062,In Call,0.81
1-738328254,Closed,134.554
1-738330933,In Call,0.502
1-738330946,In Call,0.858
1-738331277,Closed,826.283
1-738331603,Closed,46.121
1-738331831,Closed,651.514
1-738333085,In Call,0.898
1-738333460,Closed,645.961
1-738333682,Closed,651.807
1-738333818,Closed,1083.165
1-738337103,Closed,47.987
1-738337231,In Call,2.311
1-738337500,Closed,651.517
1-738337705,In Call,0.533
1-738339986,Closed,474.491
1-738340115,Closed,651.425
1-738340150,Closed,653.083
1-738340190,In Call,0.192
1-738340259,Closed,1690.413
1-738340653,Closed,124.543
1-738340840,Closed,649.281
1-738343349,In Call,0.478
1-738343461,Closed,739.472
1-738343995,In Call,1.915
1-738344321,Closed,651.345
1-738344686,In Call,0.388
1-738345132,In Call,1.412
1-738345399,In Call,1.223
1-738346954,Closed,653.573
1-738347135,In Call,0.466
1-738347413,In Call,1.765
1-738350213,In Call,0.273
1-738350692,Closed,1082.522
1-738353084,Closed,565.812
1-738354093,Closed,652.161
1-738366108,Closed,651.309
1-738366262,In Call,0.724
1-738367041,Closed,819.868
1-738367116,Closed,644.348
1-738367261,Closed,727.822
1-738367341,Closed,34.589
1-738367351,Closed,726.797
1-738367361,Closed,679.561
1-738367441,Closed,725.088
1-738367721,Closed,1140.381
1-738367861,Closed,1011.715
1-738370239,In Call,0.563
1-738370362,Closed,736.551
1-738370427,In Call,1.138
1-738370559,Closed,638.344
1-738372798,Closed,650.639
1-738372902,In Call,0.347
1-738372944,Closed,2.177
1-738373106,In Call,0.243
1-738373131,In Call,0.943
1-738374940,Closed,650.788
1-738375076,In Call,0.045
1-738375106,In Call,0.068
1-738375446,Closed,734.749
1-738378686,Closed,651.257
1-738378721,In Call,0.039
1-738378749,In Call,0.588
1-738383119,In Call,0.476
1-738383986,Closed,738.066
1-738384944,In Call,0.398
1-738385539,Closed,129.947
1-738387460,In Call,0.108
1-738387528,Closed,650.03
1-738387566,Closed,560.84
1-738388171,Closed,650.533
1-738388294,In Call,0.191
1-738391905,Closed,45.511
1-738392288,In Call,1.07
1-738392825,Closed,127.507
1-738397729,In Call,0.375
1-738397839,Closed,646.848
1-738397843,Closed,733.129
1-738400168,Closed,649.701
1-738400346,In Call,0.417
1-738400723,Closed,422.889
1-738408245,In Call,0.063
1-738408281,Closed,736.52
1-738408481,In Call,0.921
1-738408509,Closed,1166.609
1-738410373,Closed,732.372
1-738414999,Closed,818.573
1-738415019,Closed,1081.997
1-738415093,In Call,0.591
1-738417596,In Call,0.356
1-738419176,Closed,561.738
1-738419847,In Call,0.575
1-738427970,Closed,648.433
1-738433574,In Call,0.495
1-738436118,In Call,0.336
1-738436463,Closed,732.121
1-738436701,In Call,1.156
1-738436890,In Call,2.207
1-738436894,Closed,816.475
1-738438917,Closed,647.948
1-738438941,Closed,647.88
1-738439047,Closed,646.866
1-738439436,Closed,644.722
1-738439635,Closed,643.526
1-738444926,Closed,2.062
1-738448428,In Call,0.664
1-738448778,Closed,1681.73
1-738452363,In Call,0.422
1-738453955,In Call,102.928
1-738454452,Closed,731.401
1-738454500,In Call,0.179
1-738454571,Closed,644.456
1-738454698,In Call,0.183
1-738455603,Closed,38.701
1-738455929,Closed,429.837
1-738456418,Closed,644.064
1-738456506,Closed,641.636
1-738456564,In Call,0.167
1-738457041,Closed,646.524
1-738457257,In Call,0.848
1-738457311,Closed,644.69
1-738457409,In Call,3.678
1-738457541,In Call,1.842
1-738458072,In Call,1.149
1-738458373,Closed,643.836
1-738458851,In Call,0.792
1-738462631,In Call,0.607
1-738464905,Closed,168.002
1-738464951,Closed,1075.463
1-738465221,Closed,648.508
1-738465511,Resolved,1006.048
1-738465732,Resolved,942.186
1-738473411,Closed,731.121
1-738475211,Closed,39.08
1-738475287,Closed,38.893
1-738475333,Closed,38.761
1-738475757,Closed,1159.792
1-738475827,Closed,122.161
1-738477002,In Call,0.499
1-738477121,Closed,644.612
1-738477325,Closed,1076.168
1-738477691,Closed,36.543
1-738479512,In Call,0.388
1-738479589,In Call,0.694
1-738481907,Closed,644.147
1-738482471,Closed,643.13
1-738482493,Closed,643.09
1-738482595,In Call,0.377
1-738482680,In Call,0.451
1-738482846,Closed,35.677
1-738490180,Closed,642.508
1-738490777,Closed,123.394
1-738490989,In Call,0.455
1-738491229,Closed,554.752
1-738491604,In Call,0.493
1-738491844,Closed,67.565
1-738491981,Closed,644.027
1-738495608,Closed,813.346
1-738495737,In Call,0.303
1-738496476,In Call,0.592
1-738496584,Closed,122.682
1-738496653,Closed,123.179
1-738496931,Closed,125.018
1-738496977,Closed,36.947
1-738499184,Closed,123.205
1-738499191,In Call,1.195
1-738499306,Closed,1073.541
1-738499316,In Call,1.797
1-738499557,In Call,0.333
1-738499841,In Call,0.512
1-738501549,Closed,643.198
1-738503076,In Call,8.583
1-738503382,Closed,122.039
1-738506442,Closed,634.64
1-738506787,In Call,0.624
1-738508437,Closed,123.415
1-738510133,In Call,0.063
1-738515627,Closed,208.868
1-738516564,In Call,0.545
1-738516871,In Call,1.015
1-738516914,In Call,0.228
1-738516968,Closed,728.474
1-738517299,In Call,0.198
1-738517684,In Call,0.573
1-738517788,In Call,0.087
1-738517873,Closed,812.394
1-738519974,Closed,641.961
1-738520011,Closed,641.88
1-738520313,Closed,641.184
1-738520406,Closed,1678.352
1-738520439,In Call,0.427
1-738520660,In Call,75.173
1-738521200,Closed,726.981
1-738521237,In Call,0.497
1-738521302,Closed,640.066
1-738521380,Closed,639.52
1-738521720,In Call,0.185
1-738521961,Closed,632.751
1-738521971,Closed,666.506
1-738522011,Closed,1085.274
1-738522051,Closed,642.644
1-738522111,Closed,1008.453
1-738527048,Closed,640.964
1-738527073,Closed,640.797
1-738527216,Closed,640.595
1-738527413,In Call,0.06
1-738527447,Closed,726.4
1-738527582,Closed,34.25
1-738527646,In Call,0.083
1-738527854,In Call,0.14
1-738527884,In Call,0.133
1-738527972,Closed,641.24
1-738528086,Closed,639.515
1-738528156,Closed,638.872
1-738528238,Closed,637.961
1-738528261,Closed,637.933
1-738528273,Closed,637.927
1-738528285,Closed,637.81
1-738528364,Closed,724.493
1-738530454,Closed,553.058
1-738530474,Closed,118.316
1-738530767,Closed,32.797
1-738530967,Closed,638.81
1-738531119,Closed,637.416
1-738531189,Closed,637.809
1-738531727,Closed,635.618
1-738532339,Closed,640.282
1-738536943,Closed,35.165
1-738537099,Closed,34.821
1-738537252,Closed,639.618
1-738537278,In Call,0.089
1-738537776,Closed,723.973
1-738537801,Closed,31.891
1-738538552,Closed,812.565
1-738538961,In Call,0.05
1-738539084,In Call,0.111
1-738539178,Closed,812.523
1-738539195,Closed,121.288
1-738539201,Closed,639.992
1-738539226,In Call,0.938
1-738539429,Closed,639.147
1-738539437,In Call,0.112
1-738539654,Closed,724.824
1-738540584,Resolved,157.343
1-738545884,In Call,1.705
1-738550941,Closed,726.622
1-738551071,Closed,724.368
1-738551101,Closed,636.949
1-738551371,Closed,701.202
1-738551391,Closed,612.569
1-738551401,Closed,612.109
1-738551471,Closed,58.228
1-738551761,Closed,1088.451
1-738551821,Closed,136.272
1-738552941,Closed,640.008
1-738553017,In Call,0.452
1-738553104,Closed,1158.365
1-738554264,Closed,639.17
1-738554633,In Call,0.043
1-738558134,In Call,0.081
1-738558802,In Call,0.964
1-738565236,In Call,0.039
1-738568376,Closed,1069.283
1-738568447,In Call,2.617
1-738568885,In Call,0.489
1-738570563,Closed,637.436
1-738570957,Closed,120.273
1-738571077,In Call,0.32
1-738576968,In Call,1.716
1-738577532,Closed,636.299
1-738577621,Closed,204.087
1-738583102,In Call,0.68
1-738583226,Closed,1069.787
1-738583295,In Call,0.246
1-738583478,In Call,0.612
1-738584361,In Call,0.584
1-738590073,Closed,638.388
1-738590475,Closed,203.782
1-738590784,In Call,0.475
1-738597213,Closed,636.298
1-738597351,In Call,0.513
1-738597366,In Call,13.651
1-738597762,In Call,0.068
1-738599007,Closed,118.207
1-738599761,In Call,0.432
1-738599835,Closed,116.985
1-738603537,Closed,724.148
1-738603541,In Call,2.77
1-738611143,Closed,637.183
1-738611833,Closed,29.605
1-738612035,In Call,0.066
1-738612308,In Call,0.078
1-738612826,Closed,630.768
1-738614001,In Call,0.376
1-738614545,Closed,721.616
1-738619065,Closed,117.285
1-738619754,In Call,0.715
1-738621341,In Call,0.676
1-738621675,Closed,633.786
1-738626037,In Call,0.116
1-738626064,In Call,0.371
1-738631187,In Call,0.077
1-738631210,In Call,0.074
1-738631826,In Call,0.574
1-738646578,In Call,0.832
1-738646617,Closed,806.966
1-738647875,Resolved,151.8
1-738649042,In Call,0.563
1-738649250,Closed,28.6
1-738649666,Closed,114.884
1-738650039,In Call,0.509
1-738650581,In Call,0.408
1-738651744,In Call,0.481
1-738651887,Closed,198.826
1-738657434,Closed,721.159
1-738662715,Closed,195.993
1-738662979,Closed,634.13
1-738663482,Closed,632.927
1-738663505,In Call,0.368
1-738663628,In Call,0.191
1-738663708,In Call,1.05
1-738667704,Closed,630.478
1-738670491,In Call,67.991
1-738679561,Closed,631.987
1-738679620,In Call,0.335
1-738681010,Closed,633.335
1-738681199,Closed,25.72
1-738681272,Closed,25.634
1-738681401,Closed,1668.685
1-738681449,Closed,708.788
1-738681670,Closed,626.932
1-738684740,In Call,0.232
1-738686730,Closed,627.458
1-738691002,In Call,0.701
1-738691316,Closed,24.355
1-738693957,In Call,0.546
1-738693992,In Call,0.574
1-738694049,In Call,0.842
1-738694070,Closed,24.587
1-738694284,Closed,715.053
1-738694525,Closed,625.811
1-738699103,In Call,0.359
1-738699397,In Call,1.272
1-738699585,Closed,194.603
1-738706340,In Call,0.284
1-738706476,Closed,20.763
1-738707985,Closed,196.593
1-738708751,Resolved,1063.688
1-738710058,In Call,0.373
1-738710108,Closed,197.155
1-738710252,Closed,714.831
1-738710468,In Call,0.581
1-738710885,Closed,622.455
1-738711202,In Call,0.137
1-738712122,In Call,0.654
1-738712252,In Call,1.153
1-738712286,Closed,22.538
1-738712368,Closed,626.805
1-738712653,Closed,624.762
1-738712831,Closed,1056.272
1-738713947,In Call,0.508
1-738714200,In Call,0.413
1-738714351,Closed,628.485
1-738714382,Closed,628.373
1-738715158,Closed,110.543
1-738715700,In Call,0.419
1-738716399,Closed,17.805
1-738716521,Closed,104.765
1-738717221,Closed,717.223
1-738720324,Closed,626.921
1-738723725,Closed,439.762
1-738725061,Closed,628.632
1-738725241,Closed,22.298
1-738725300,Closed,1146.372
1-738731060,In Call,0.606
1-738731061,Closed,109.214
1-738731246,Closed,714.081
1-738731297,In Call,0.642
1-738731421,In Call,1.203
1-738731827,Closed,103.068
1-738753886,Closed,93.272
1-738762049,In Call,0.213
1-738762222,Closed,793.945
1-738762261,In Call,1.668
1-738762640,Closed,698.189
1-738762719,Closed,777.233
1-738762760,In Call,0.603
1-738762851,Closed,684.784
1-738763461,Closed,705.329
1-738763507,In Call,0.281
1-738763744,In Call,0.016
1-738763827,In Call,0.289
1-738764410,Closed,703.356
1-738767258,Closed,619.727
1-738767478,Closed,618.083
1-738767889,Closed,614.566
1-738768673,Closed,1140.72
1-738768721,Closed,188.739
1-738768810,Closed,618.782
1-738768835,Closed,618.628
1-738771023,In Call,0.214
1-738776109,Closed,707.237
1-738776153,Closed,620.214
1-738776205,Closed,706.469
1-738776349,Closed,169.841
1-738776358,Closed,703.415
1-738776597,Closed,615.906
1-738776601,Closed,167.312
1-738778171,In Call,0.48
1-738778441,In Call,0.277
1-738779507,Closed,444.764
1-738779566,Closed,617.309
1-738779582,Closed,184.536
1-738779776,Closed,8.077
1-738780927,In Call,0.785
1-738781037,In Call,0.071
1-738787123,In Call,0.224
1-738787239,In Call,0.422
1-738787531,In Call,0.245
1-738787635,In Call,1.628
1-738787672,Closed,614.537
1-738787748,In Call,1.946
1-738787828,Closed,613.11
1-738796063,Closed,616.627
1-738799041,In Call,0.238
1-738799172,In Call,2.143
1-738799869,Closed,693.368
1-738799904,In Call,0.661
1-738800181,Closed,10.608
1-738800919,In Call,0.612
1-738801412,Closed,697.624
1-738801466,Closed,91.341
1-738801530,Closed,91.2
1-738801578,Closed,90.711
1-738801740,Closed,89.766
1-738801992,Closed,697.792
1-738808026,Closed,1133.689
1-738808591,Closed,692.804
1-738808715,Closed,83.29
1-738808785,Closed,774.589
1-738809719,In Call,0.967
1-738809757,Closed,1623.392
1-738809852,Closed,64.919
1-738812107,Closed,613.71
1-738812220,Closed,612.877
1-738812312,Closed,612.057
1-738817868,In Call,0.393
1-738819609,Closed,667.507
1-738819777,Closed,665.759
1-738819885,Closed,665.228
1-738820251,Closed,679.604
1-738821511,In Call,0.058
1-738821640,In Call,2.71
1-738827072,In Call,0.016
1-738827939,In Call,0.195
1-738827966,In Call,0.159
1-738828122,Closed,771.757
1-738828162,In Call,0.324
1-738828335,Closed,692.255
1-738847050,Closed,693.669
1-738847319,Closed,691.38
1-738847366,Closed,690.576
1-738847446,Closed,690.131
1-738847539,Closed,689.392
1-738848305,Closed,687.747
1-738848553,Closed,672.797
1-738871007,In Call,0.179
1-738894209,Closed,764.839
1-738894279,Closed,764.558
1-738894462,Closed,759.838
1-738894680,Closed,672.098
1-738894699,Closed,671.973
1-738894740,Closed,662.918
1-738894830,In Call,2.928
1-738895171,Closed,683.364
1-738895240,Closed,77.064
1-738895263,Closed,77.027
1-738895309,Closed,76.681
1-738895332,Closed,76.313
1-738895446,Closed,681.511
1-738895517,Closed,681.286
1-738896811,Closed,60.672
1-738897371,Closed,491.344
1-738897791,In Call,0.453
1-739162983,Closed,670.089
1-739163093,Closed,737.716
1-739163726,Closed,390.507
1-739167698,In Call,0.636
1-739174291,Closed,673.164
1-739174396,Closed,671.854
1-739174477,Closed,65.014
1-739174798,Closed,668.979
1-739176818,In Call,0.367
1-739177647,Closed,747.146
1-739177687,Closed,749.305
1-739180313,Closed,1000.783
1-739181083,In Call,0.025
1-739181320,Closed,664.051
1-739181358,In Call,0.424
1-739181465,In Call,0.041
1-739181511,Closed,663.331
1-739181621,In Call,0.146
1-739181713,In Call,0.3
1-739181772,Closed,661.857
1-739181888,In Call,0.348
1-739182980,Closed,670.457
1-739183035,In Call,0.847
1-739183104,Closed,668.97
1-739183363,Closed,667.676
1-739183648,Closed,664.234
1-739183718,Closed,1009.643
1-739183857,In Call,0.304
1-739186199,In Call,3.19
1-739186611,Closed,665.956
1-739187909,Closed,1706.004
1-739187981,In Call,6.182
1-739188040,Closed,753.778
1-739188082,Closed,345.88
1-739188103,Closed,407.098
1-739188251,In Call,0.683
1-739188524,Closed,661.632
1-739194931,In Call,0.077
1-739195237,In Call,0.236
1-739195333,In Call,0.128
1-739195617,In Call,0.208
1-739195932,Closed,752.555
1-739196391,Closed,663.231
1-739196881,Closed,1006.512
1-739196935,In Call,0.482
1-739196972,Closed,342.599
1-739197153,Closed,1096.026
1-739197171,In Progress,977.698
1-739197225,In Call,0.263
1-739197381,In Call,0.393
1-739197517,Closed,662.427
1-739197726,Closed,55.024
1-739198266,Closed,664.229
1-739198301,Closed,57.809
1-739198448,Closed,661.674
1-739198494,Closed,661.081
1-739198845,Closed,659.72
1-739198891,Closed,659.555
1-739199944,In Call,1.045
1-739199989,Closed,748.296
1-739200231,Closed,662.713
1-739200253,In Call,7.51
1-739200411,Closed,661.935
1-739200627,In Call,0.151
1-739203256,Closed,661.848
1-739204106,Closed,665.238
1-739204484,In Call,0.24
1-739204551,In Call,0.892
1-739204750,Closed,661.992
1-739208465,Closed,400.299
1-739211463,In Call,0.788
1-739211762,In Call,1.815
1-739211858,In Call,0.792
1-739212961,Closed,664.705
1-739213210,Closed,662.663
1-739213369,Closed,655.678
1-739213460,In Call,0.458
1-739213508,Closed,659.693
1-739213621,Closed,746.215
1-739216265,Closed,750.547
1-739216287,Closed,664.19
1-739216604,In Call,0.138
1-739216822,Closed,662.431
1-739220124,Closed,662.315
1-739220334,Closed,661.545
1-739220446,Closed,487.785
1-739220491,Closed,661.003
1-739220849,Closed,655.148
1-739224771,Closed,54.85
1-739224951,Closed,1093.448
1-739225152,Closed,655.862
1-739225301,Closed,737.677
1-739225371,Closed,44.027
1-739225381,Closed,734.112
1-739225421,Closed,645.379
1-739225471,Closed,730.829
1-739225511,Closed,643.575
1-739225681,Closed,378.749
1-739225781,Closed,722.247
1-739227089,Closed,57.451
1-739227205,Closed,1008.34
1-739227536,Closed,1002.9
1-739227685,In Call,0.153
1-739227746,Closed,573.659
1-739228215,Resolved,1045.198
1-739228832,Closed,659.318
1-739248260,Closed,660.841
1-739248286,Closed,660.496
1-739248306,In Call,0.287
1-739248533,Closed,654.206
1-739253989,Closed,1006.045
1-739254151,In Call,11.912
1-739254451,In Call,426.487
1-739254688,Closed,484.71
1-739254726,Closed,658.381
1-739259873,Closed,646.428
1-739262291,In Call,0.291
1-739262438,In Call,0.347
1-739262665,In Call,0.539
1-739265109,In Call,0.211
1-739265120,In Call,0.679
1-739265473,In Call,1.036
1-739265513,Closed,658.006
1-739265528,In Call,0.284
1-739269022,Closed,486.991
1-739269256,Closed,745.297
1-739269929,Closed,1611.098
1-739270964,In Call,0.842
1-739271131,In Call,0.538
1-739271360,Closed,658.237
1-739271710,In Call,0.672
1-739274179,Closed,655.294
1-739274255,Closed,658.357
1-739277029,Closed,53.483
1-739277162,In Call,2.131
1-739277436,In Call,1.446
1-739278981,Closed,1005.301
1-739279794,Closed,656.983
1-739279860,In Call,0.162
1-739285066,Closed,657.935
1-739285078,Closed,657.713
1-739285389,Closed,656.022
1-739285714,Closed,654.334
1-739285782,Closed,652.489
1-739285827,Closed,651.704
1-739288970,In Call,0.563
1-739289054,In Call,2.35
1-739289621,In Call,0.188
1-739289797,Closed,999.017
1-739292088,Closed,658.055
1-739292748,Closed,655.3
