SR_Number,Status,ACTIVITY,Involved_ST_Function_Div,Involved_Org_line_3,Involved_ST,SR_Latest_Impact,Product,Country,Owner_Country,time_from_start,time_from_previous_event(start),daytime,weekday,# ACTIVITY=In Progress,# ACTIVITY=Awaiting Assignment,# ACTIVITY=Resolved,# ACTIVITY=Assigned,# ACTIVITY=Closed,# ACTIVITY=Wait - User,# ACTIVITY=Wait - Implementation,# ACTIVITY=Wait,# ACTIVITY=Wait - Vendor,# ACTIVITY=In Call,# ACTIVITY=Wait - Customer,# ACTIVITY=Unmatched,# ACTIVITY=Cancelled,lead_time
1-722135071,Queued,Awaiting Assignment,V3_2,Org line C,G96,Low,PROD642,in,POLAND,4.159,0.05,42345.396,Friday,1,1,0,0,0,0,0,0,0,0,0,0,0,2296.556
1-722135071,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD642,in,Sweden,223.013,218.854,42564.25,Friday,1,2,0,0,0,0,0,0,0,0,0,0,0,2296.556
1-722135071,Queued,Awaiting Assignment,V3_2,Org line C,G96,Low,PROD642,in,Sweden,223.017,0.004,42564.254,Friday,2,2,0,0,0,0,0,0,0,0,0,0,0,2296.556
1-722135071,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD642,in,POLAND,516.521,293.504,42857.758,Friday,2,3,0,0,0,0,0,0,0,0,0,0,0,2296.556
1-722135071,Accepted,Assigned,V3_2,Org line C,G96,Low,PROD642,in,POLAND,516.535,0.014,42857.772,Friday,3,3,0,0,0,0,0,0,0,0,0,0,0,2296.556
1-722135071,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD642,in,POLAND,521.714,5.179,42862.951,Friday,3,3,0,1,0,0,0,0,0,0,0,0,0,2296.556
1-722135071,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD642,in,POLAND,521.716,0.002,42862.953,Friday,4,3,0,1,0,0,0,0,0,0,0,0,0,2296.556
1-722135071,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD642,in,POLAND,523.936,2.22,42865.173,Friday,5,3,0,1,0,0,0,0,0,0,0,0,0,2296.556
1-722135071,Accepted,Wait - User,V3_2,Org line C,G96,Low,PROD642,in,POLAND,524.013,0.077,42865.25,Friday,6,3,0,1,0,0,0,0,0,0,0,0,0,2296.556
1-722135071,Queued,Awaiting Assignment,E_10,Org line B,G230 2nd,Low,PROD642,in,POLAND,525.757,1.744,42866.994,Friday,6,3,0,1,0,1,0,0,0,0,0,0,0,2296.556
1-722135071,Accepted,In Progress,E_10,Org line B,G230 2nd,Low,PROD642,in,INDIA,526.039,0.282,42867.276,Friday,6,4,0,1,0,1,0,0,0,0,0,0,0,2296.556
1-722135071,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD642,in,INDIA,530.556,4.517,42871.793,Friday,7,4,0,1,0,1,0,0,0,0,0,0,0,2296.556
1-722135071,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD642,in,POLAND,597.992,67.436,42939.229,Friday,7,5,0,1,0,1,0,0,0,0,0,0,0,2296.556
1-722135071,Accepted,Assigned,V3_2,Org line C,G97,Low,PROD642,in,POLAND,598.041,0.049,42939.278,Friday,8,5,0,1,0,1,0,0,0,0,0,0,0,2296.556
1-722135071,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD642,in,POLAND,685.633,87.592,43026.87,Friday,8,5,0,2,0,1,0,0,0,0,0,0,0,2296.556
1-722135071,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD642,in,POLAND,686.066,0.433,43027.303,Friday,9,5,0,2,0,1,0,0,0,0,0,0,0,2296.556
1-722135071,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD642,in,POLAND,710.069,24.003,43051.306,Friday,9,5,0,2,0,2,0,0,0,0,0,0,0,2296.556
1-722135071,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD642,in,POLAND,710.159,0.09,43051.396,Friday,10,5,0,2,0,2,0,0,0,0,0,0,0,2296.556
1-722135071,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD642,in,POLAND,1283.047,572.888,43624.284,Friday,10,5,0,2,0,3,0,0,0,0,0,0,0,2296.556
1-722135071,Completed,Resolved,V3_2,Org line C,G97,Low,PROD642,in,POLAND,1283.18,0.133,43624.417,Friday,11,5,0,2,0,3,0,0,0,0,0,0,0,2296.556
1-722135071,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD642,in,Sweden,1287.007,3.827,43628.244,Friday,11,5,1,2,0,3,0,0,0,0,0,0,0,2296.556
1-722135071,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD642,in,POLAND,1291.908,4.901,43633.145,Friday,11,6,1,2,0,3,0,0,0,0,0,0,0,2296.556
1-722135071,Accepted,Assigned,V3_2,Org line C,G97,Low,PROD642,in,POLAND,1291.911,0.003,43633.148,Friday,12,6,1,2,0,3,0,0,0,0,0,0,0,2296.556
1-722135071,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD642,in,POLAND,1294.919,3.008,43636.156,Friday,12,6,1,3,0,3,0,0,0,0,0,0,0,2296.556
1-722135071,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD642,in,POLAND,1295.377,0.458,43636.614,Friday,13,6,1,3,0,3,0,0,0,0,0,0,0,2296.556
1-722135071,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD642,in,POLAND,1304.507,9.13,43645.744,Friday,13,6,1,3,0,4,0,0,0,0,0,0,0,2296.556
1-722135071,Queued,Awaiting Assignment,A2_4,Org line A2,M24 2nd,Low,PROD642,in,POLAND,1304.7,0.193,43645.937,Friday,14,6,1,3,0,4,0,0,0,0,0,0,0,2296.556
1-722135071,Accepted,In Progress,A2_4,Org line A2,M24 2nd,Low,PROD642,in,Sweden,1312.938,8.238,43654.175,Friday,14,7,1,3,0,4,0,0,0,0,0,0,0,2296.556
1-722135071,Accepted,In Progress,A2_4,Org line A2,M24 2nd,Low,PROD642,in,Sweden,1312.954,0.016,43654.191,Friday,15,7,1,3,0,4,0,0,0,0,0,0,0,2296.556
1-722135071,Accepted,Wait - User,A2_4,Org line A2,M24 2nd,Low,PROD642,in,Sweden,1402.551,89.597,43743.788,Friday,16,7,1,3,0,4,0,0,0,0,0,0,0,2296.556
1-722135071,Queued,Awaiting Assignment,V3_2,Org line C,M6,Low,PROD642,in,Sweden,1644.681,242.13,43985.918,Friday,16,7,1,3,0,5,0,0,0,0,0,0,0,2296.556
1-722135071,Accepted,In Progress,A2_4,Org line A2,M24 2nd,Low,PROD642,in,Sweden,1645.17,0.489,43986.407,Friday,16,8,1,3,0,5,0,0,0,0,0,0,0,2296.556
1-722135071,Completed,Resolved,A2_4,Org line A2,M24 2nd,Low,PROD642,in,Sweden,1645.448,0.278,43986.685,Friday,17,8,1,3,0,5,0,0,0,0,0,0,0,2296.556
1-722557908,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD698,pl,INDIA,0.0,0.0,42361.16,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1351.304
1-722557908,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD698,pl,INDIA,0.021,0.021,42361.181,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1351.304
1-722557908,Queued,Awaiting Assignment,A2_2,Org line A2,G22 2nd,Low,PROD698,pl,INDIA,0.169,0.148,42361.329,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1351.304
1-722557908,Accepted,In Progress,A2_2,Org line A2,G22 2nd,Low,PROD698,pl,Sweden,9.155,8.986,42370.315,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,1351.304
1-722557908,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD698,pl,Sweden,9.48,0.325,42370.64,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,1351.304
1-722557908,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD698,pl,INDIA,53.44,43.96,42414.6,Friday,3,2,0,0,0,0,0,0,0,0,0,0,0,1351.304
1-722557908,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD698,pl,INDIA,53.451,0.011,42414.611,Friday,4,2,0,0,0,0,0,0,0,0,0,0,0,1351.304
1-722557908,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD698,pl,INDIA,1351.287,1297.836,43712.447,Friday,4,2,0,0,0,1,0,0,0,0,0,0,0,1351.304
1-722557908,Completed,Resolved,V3_2,Org line C,G97,Low,PROD698,pl,INDIA,1351.3,0.013,43712.46,Friday,5,2,0,0,0,1,0,0,0,0,0,0,0,1351.304
1-722579031,Accepted,In Progress,A2_2,Org line A2,G29 3rd,Low,PROD797,se,POLAND,0.0,0.0,42362.391,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,2275.394
1-722579031,Accepted,In Progress,A2_2,Org line A2,G29 3rd,Low,PROD797,se,POLAND,0.03,0.03,42362.421,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,2275.394
1-722579031,Queued,Awaiting Assignment,A2_2,Org line A2,G217 3rd,Low,PROD797,se,POLAND,0.18,0.15,42362.571,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,2275.394
1-722579031,Accepted,In Progress,A2_2,Org line A2,G217 3rd,Low,PROD797,se,POLAND,0.253,0.073,42362.644,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,2275.394
1-722579031,Queued,Awaiting Assignment,A2_2,Org line A2,G29 3rd,Low,PROD797,se,POLAND,1.322,1.069,42363.713,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,2275.394
1-722579031,Accepted,In Progress,A2_2,Org line A2,G29 3rd,Low,PROD797,se,POLAND,59.522,58.2,42421.913,Friday,3,2,0,0,0,0,0,0,0,0,0,0,0,2275.394
1-722579031,Accepted,Wait - User,A2_2,Org line A2,G29 3rd,Low,PROD797,se,POLAND,59.552,0.03,42421.943,Friday,4,2,0,0,0,0,0,0,0,0,0,0,0,2275.394
1-722579031,Completed,Resolved,A2_2,Org line A2,G29 3rd,Low,PROD797,se,POLAND,1638.356,1578.804,44000.747,Friday,4,2,0,0,0,1,0,0,0,0,0,0,0,2275.394
1-722698931,Queued,Awaiting Assignment,V3_2,Org line C,G359,Low,PROD498,pl,Sweden,0.0,0.0,42380.883,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,2343.216
1-722698931,Accepted,In Progress,V3_2,Org line C,G359,Low,PROD498,pl,Brazil,9.96,9.96,42390.843,Friday,0,1,0,0,0,0,0,0,0,0,0,0,0,2343.216
1-722698931,Accepted,In Progress,V3_2,Org line C,G359,Low,PROD498,pl,Brazil,9.967,0.007,42390.85,Friday,1,1,0,0,0,0,0,0,0,0,0,0,0,2343.216
1-722698931,Queued,Awaiting Assignment,E_10,Org line C,G236 2nd,Low,PROD498,pl,Brazil,10.203,0.236,42391.086,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,2343.216
1-722698931,Accepted,In Progress,E_10,Org line C,G236 2nd,Low,PROD498,pl,Sweden,34.807,24.604,42415.69,Friday,2,2,0,0,0,0,0,0,0,0,0,0,0,2343.216
1-722698931,Accepted,Wait - User,E_10,Org line C,G236 2nd,Low,PROD498,pl,Sweden,55.859,21.052,42436.742,Friday,3,2,0,0,0,0,0,0,0,0,0,0,0,2343.216
1-722698931,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD498,pl,Sweden,64.005,8.146,42444.888,Friday,3,2,0,0,0,1,0,0,0,0,0,0,0,2343.216
1-722698931,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD498,pl,Sweden,184.31,120.305,42565.193,Friday,3,3,0,0,0,1,0,0,0,0,0,0,0,2343.216
1-722698931,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD498,pl,Sweden,184.314,0.004,42565.197,Friday,4,3,0,0,0,1,0,0,0,0,0,0,0,2343.216
1-722698931,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,565.015,380.701,42945.898,Friday,4,4,0,0,0,1,0,0,0,0,0,0,0,2343.216
1-722698931,Accepted,Assigned,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,565.021,0.006,42945.904,Friday,5,4,0,0,0,1,0,0,0,0,0,0,0,2343.216
1-722698931,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD498,pl,Brazil,591.969,26.948,42972.852,Friday,5,4,0,1,0,1,0,0,0,0,0,0,0,2343.216
1-722698931,Accepted,Wait,V3_2,Org line C,G97,Low,PROD498,pl,Brazil,591.981,0.012,42972.864,Friday,6,4,0,1,0,1,0,0,0,0,0,0,0,2343.216
1-722698931,Accepted,Assigned,V3_2,Org line C,G97,Low,PROD498,pl,Brazil,595.776,3.795,42976.659,Friday,6,4,0,1,0,1,0,1,0,0,0,0,0,2343.216
1-722698931,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,640.731,44.955,43021.614,Friday,6,4,0,2,0,1,0,1,0,0,0,0,0,2343.216
1-722698931,Accepted,Assigned,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,640.76,0.029,43021.643,Friday,7,4,0,2,0,1,0,1,0,0,0,0,0,2343.216
1-722698931,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,646.524,5.764,43027.407,Friday,7,4,0,3,0,1,0,1,0,0,0,0,0,2343.216
1-722698931,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,646.959,0.435,43027.842,Friday,8,4,0,3,0,1,0,1,0,0,0,0,0,2343.216
1-722698931,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,651.99,5.031,43032.873,Friday,8,4,0,3,0,2,0,1,0,0,0,0,0,2343.216
1-722698931,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,652.096,0.106,43032.979,Friday,9,4,0,3,0,2,0,1,0,0,0,0,0,2343.216
1-722698931,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,659.17,7.074,43040.053,Friday,9,4,0,3,0,3,0,1,0,0,0,0,0,2343.216
1-722698931,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,659.251,0.081,43040.134,Friday,10,4,0,3,0,3,0,1,0,0,0,0,0,2343.216
1-722698931,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,1178.472,519.221,43559.355,Friday,10,4,0,3,0,4,0,1,0,0,0,0,0,2343.216
1-722698931,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,1178.731,0.259,43559.614,Friday,11,4,0,3,0,4,0,1,0,0,0,0,0,2343.216
1-722698931,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,1181.361,2.63,43562.244,Friday,11,4,0,3,0,5,0,1,0,0,0,0,0,2343.216
1-722698931,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,1182.413,1.052,43563.296,Friday,12,4,0,3,0,5,0,1,0,0,0,0,0,2343.216
1-722698931,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,1256.563,74.15,43637.446,Friday,12,4,0,3,0,6,0,1,0,0,0,0,0,2343.216
1-722698931,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,1256.597,0.034,43637.48,Friday,13,4,0,3,0,6,0,1,0,0,0,0,0,2343.216
1-722698931,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,1271.434,14.837,43652.317,Friday,13,4,0,3,0,7,0,1,0,0,0,0,0,2343.216
1-722698931,Queued,Awaiting Assignment,E_10,Org line C,G236 2nd,Low,PROD498,pl,POLAND,1271.597,0.163,43652.48,Friday,14,4,0,3,0,7,0,1,0,0,0,0,0,2343.216
1-722698931,Accepted,In Progress,E_10,Org line C,G236 2nd,Low,PROD498,pl,Sweden,1272.15,0.553,43653.033,Friday,14,5,0,3,0,7,0,1,0,0,0,0,0,2343.216
1-722698931,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD498,pl,Sweden,1272.635,0.485,43653.518,Friday,15,5,0,3,0,7,0,1,0,0,0,0,0,2343.216
1-722698931,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,1275.539,2.904,43656.422,Friday,15,6,0,3,0,7,0,1,0,0,0,0,0,2343.216
1-722698931,Accepted,Assigned,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,1275.542,0.003,43656.425,Friday,16,6,0,3,0,7,0,1,0,0,0,0,0,2343.216
1-722698931,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,1352.15,76.608,43733.033,Friday,16,6,0,4,0,7,0,1,0,0,0,0,0,2343.216
1-722698931,Accepted,Wait,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,1352.17,0.02,43733.053,Friday,17,6,0,4,0,7,0,1,0,0,0,0,0,2343.216
1-722698931,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,1609.632,257.462,43990.515,Friday,17,6,0,4,0,7,0,2,0,0,0,0,0,2343.216
1-722698931,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,1610.116,0.484,43990.999,Friday,18,6,0,4,0,7,0,2,0,0,0,0,0,2343.216
1-722698931,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,1696.558,86.442,44077.441,Friday,18,6,0,4,0,8,0,2,0,0,0,0,0,2343.216
1-722698931,Completed,Resolved,V3_2,Org line C,G97,Low,PROD498,pl,POLAND,1696.671,0.113,44077.554,Friday,19,6,0,4,0,8,0,2,0,0,0,0,0,2343.216
1-722774781,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD321,pl,INDIA,0.0,0.0,42412.054,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1221.503
1-722774781,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD321,pl,INDIA,1.113,1.113,42413.167,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1221.503
1-722774781,Accepted,Wait - User,V3_2,Org line C,G96,Low,PROD321,pl,INDIA,1.131,0.018,42413.185,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1221.503
1-722774781,Completed,Resolved,V3_2,Org line C,G96,Low,PROD321,pl,INDIA,1221.5,1220.369,43633.554,Friday,2,0,0,0,0,1,0,0,0,0,0,0,0,1221.503
1-722802882,Accepted,In Progress,V3_2,Org line C,M23,Medium,PROD455,se,Sweden,0.0,0.0,42418.184,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,2824.49
1-722802882,Accepted,In Progress,V3_2,Org line C,M23,Medium,PROD455,se,Sweden,0.023,0.023,42418.207,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,2824.49
1-722802882,Accepted,Wait - Vendor,V3_2,Org line C,M23,Medium,PROD455,se,Sweden,0.226,0.203,42418.41,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,2824.49
1-722802882,Completed,Resolved,V3_2,Org line C,M23,Medium,PROD455,se,Sweden,2170.255,2170.029,44588.439,Friday,2,0,0,0,0,0,0,0,1,0,0,0,0,2824.49
1-726521429,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD171,se,Sweden,0.0,0.0,42419.897,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1136.396
1-726521429,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD171,se,Sweden,0.119,0.119,42420.016,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1136.396
1-726521429,Queued,Awaiting Assignment,A2_1,Org line A2,W15 2nd,Medium,PROD171,se,Sweden,0.272,0.153,42420.169,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1136.396
1-726521429,Accepted,In Progress,A2_1,Org line A2,W15 2nd,Medium,PROD171,se,POLAND,0.566,0.294,42420.463,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,1136.396
1-726521429,Queued,Awaiting Assignment,A2_1,Org line A2,W16 3rd,Medium,PROD171,se,POLAND,0.65,0.084,42420.547,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,1136.396
1-726521429,Accepted,In Progress,A2_1,Org line A2,W16 3rd,Medium,PROD171,se,POLAND,0.837,0.187,42420.734,Friday,3,2,0,0,0,0,0,0,0,0,0,0,0,1136.396
1-726521429,Queued,Awaiting Assignment,A2_1,Org line A2,D7,Medium,PROD171,se,POLAND,2.683,1.846,42422.58,Friday,4,2,0,0,0,0,0,0,0,0,0,0,0,1136.396
1-726521429,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD171,se,Sweden,4.015,1.332,42423.912,Friday,4,3,0,0,0,0,0,0,0,0,0,0,0,1136.396
1-726521429,Accepted,Wait,A2_1,Org line A2,D7,Medium,PROD171,se,Sweden,4.743,0.728,42424.64,Friday,5,3,0,0,0,0,0,0,0,0,0,0,0,1136.396
1-726521429,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD171,se,Sweden,4.979,0.236,42424.876,Friday,5,3,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,Queued,Awaiting Assignment,A2_1,Org line A2,W15 2nd,Medium,PROD171,se,Sweden,5.562,0.583,42425.459,Friday,6,3,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,Accepted,In Progress,A2_1,Org line A2,W15 2nd,Medium,PROD171,se,POLAND,7.042,1.48,42426.939,Friday,6,4,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,Queued,Awaiting Assignment,A2_1,Org line A2,D7,Medium,PROD171,se,POLAND,7.103,0.061,42427.0,Friday,7,4,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD171,se,Sweden,7.422,0.319,42427.319,Friday,7,5,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,Queued,Awaiting Assignment,A2_1,Org line A2,W15 2nd,Medium,PROD171,se,Sweden,8.379,0.957,42428.276,Friday,8,5,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,Accepted,In Progress,A2_1,Org line A2,W15 2nd,Medium,PROD171,se,POLAND,9.738,1.359,42429.635,Friday,8,6,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,Queued,Awaiting Assignment,E_1,Org line C,G55 2nd,Medium,PROD171,se,POLAND,10.472,0.734,42430.369,Friday,9,6,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,Accepted,In Progress,E_1,Org line C,G55 2nd,Medium,PROD171,se,Sweden,12.124,1.652,42432.021,Friday,9,7,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,Queued,Awaiting Assignment,A2_1,Org line A2,D7,Medium,PROD171,se,Sweden,12.468,0.344,42432.365,Friday,10,7,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD171,se,Sweden,19.21,6.742,42439.107,Friday,10,8,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD171,se,Sweden,19.402,0.192,42439.299,Friday,11,8,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD171,se,Brazil,37.856,18.454,42457.753,Friday,11,9,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,Queued,Awaiting Assignment,A2_5,Org line A2,A10,Medium,PROD171,se,Brazil,38.123,0.267,42458.02,Friday,12,9,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,Accepted,In Progress,A2_5,Org line A2,A10,Medium,PROD171,se,Sweden,88.891,50.768,42508.788,Friday,12,10,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD171,se,Sweden,104.614,15.723,42524.511,Friday,13,10,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD171,se,INDIA,358.876,254.262,42778.773,Friday,13,11,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD171,se,INDIA,358.928,0.052,42778.825,Friday,14,11,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,Queued,Awaiting Assignment,A2_1,Org line A2,D4,Medium,PROD171,se,0,363.814,4.886,42783.711,Friday,14,12,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,Accepted,In Progress,A2_1,Org line A2,D4,Medium,PROD171,se,Brazil,370.534,6.72,42790.431,Friday,14,13,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,Queued,Awaiting Assignment,A2_1,Org line A2,D7,Medium,PROD171,se,Brazil,370.719,0.185,42790.616,Friday,15,13,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD171,se,Sweden,371.351,0.632,42791.248,Friday,15,14,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,Accepted,Wait - User,A2_1,Org line A2,D7,Medium,PROD171,se,Sweden,373.485,2.134,42793.382,Friday,16,14,0,0,0,0,0,1,0,0,0,0,0,1136.396
1-726521429,Completed,Resolved,A2_1,Org line A2,D7,Medium,PROD171,se,Sweden,1136.395,762.91,43556.292,Friday,16,14,0,0,0,1,0,1,0,0,0,0,0,1136.396
1-726528943,Accepted,In Progress,A2_1,Org line C,D6,Medium,PROD308,se,Belgium,0.0,0.0,42419.609,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1785.926
1-726528943,Accepted,In Progress,A2_1,Org line C,D6,Medium,PROD308,se,Belgium,0.028,0.028,42419.637,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1785.926
1-726528943,Queued,Awaiting Assignment,missing,Other,V46 2nd,Medium,PROD308,se,Belgium,0.172,0.144,42419.781,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1785.926
1-726528943,Accepted,In Progress,missing,Other,V46 2nd,Medium,PROD308,se,Sweden,25.39,25.218,42444.999,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,1785.926
1-726528943,Completed,Resolved,missing,Other,V46 2nd,Medium,PROD308,se,Sweden,1145.373,1119.983,43564.982,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,1785.926
1-726614295,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD716,se,Sweden,0.0,0.0,42425.25,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,2298.847
1-726614295,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD716,se,Sweden,0.794,0.794,42426.044,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,2298.847
1-726614295,Accepted,Wait - User,V3_2,Org line C,S42,Medium,PROD716,se,Sweden,1.27,0.476,42426.52,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,2298.847
1-726614295,Queued,Awaiting Assignment,V3_2,Org line C,S42,Medium,PROD716,se,Sweden,1.271,0.001,42426.521,Friday,2,0,0,0,0,1,0,0,0,0,0,0,0,2298.847
1-726614295,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD716,se,Sweden,1.792,0.521,42427.042,Friday,2,1,0,0,0,1,0,0,0,0,0,0,0,2298.847
1-726614295,Accepted,Wait - User,V3_2,Org line C,S42,Medium,PROD716,se,Sweden,1.794,0.002,42427.044,Friday,3,1,0,0,0,1,0,0,0,0,0,0,0,2298.847
1-726614295,Completed,Resolved,V3_2,Org line C,S42,Medium,PROD716,se,Sweden,1650.67,1648.876,44075.92,Friday,3,1,0,0,0,2,0,0,0,0,0,0,0,2298.847
