SR_Number,Status,ACTIVITY,Involved_ST_Function_Div,Involved_Org_line_3,Involved_ST,SR_Latest_Impact,Product,Country,Owner_Country,time_from_start,time_from_previous_event(start),daytime,weekday,# ACTIVITY=In Progress,# ACTIVITY=Awaiting Assignment,# ACTIVITY=Resolved,# ACTIVITY=Assigned,# ACTIVITY=Closed,# ACTIVITY=Wait - User,# ACTIVITY=Wait - Implementation,# ACTIVITY=Wait,# ACTIVITY=Wait - Vendor,# ACTIVITY=In Call,# ACTIVITY=Wait - Customer,# ACTIVITY=Unmatched,# ACTIVITY=Cancelled,lead_time
1-730130539,Accepted,In Progress,A2_2,Org line A2,G22 2nd,Low,PROD365,in,0,21.218,18.515,42852.094,Friday,4,1,0,0,0,0,0,0,0,1,0,0,0,1461.357
1-730130539,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD365,in,0,21.306,0.088,42852.182,Friday,5,1,0,0,0,0,0,0,0,1,0,0,0,1461.357
1-730130539,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD365,in,Japan,24.753,3.447,42855.629,Friday,5,2,0,0,0,0,0,0,0,1,0,0,0,1461.357
1-730130539,Queued,Awaiting Assignment,A2_2,Org line A2,G63 2nd,Low,PROD365,in,Japan,25.134,0.381,42856.01,Friday,6,2,0,0,0,0,0,0,0,1,0,0,0,1461.357
1-730130539,Queued,Awaiting Assignment,A2_2,Org line A2,G63 2nd,Low,PROD365,in,Japan,25.135,0.001,42856.011,Friday,6,3,0,0,0,0,0,0,0,1,0,0,0,1461.357
1-730130539,Accepted,In Progress,A2_2,Org line A2,G63 2nd,Low,PROD365,in,Sweden,28.812,3.677,42859.688,Friday,6,4,0,0,0,0,0,0,0,1,0,0,0,1461.357
1-730130539,Completed,Resolved,A2_2,Org line A2,G63 2nd,Low,PROD365,in,Sweden,29.548,0.736,42860.424,Friday,7,4,0,0,0,0,0,0,0,1,0,0,0,1461.357
1-730130539,Queued,Awaiting Assignment,A2_2,Org line A2,G63 2nd,Low,PROD365,in,Japan,85.904,56.356,42916.78,Friday,7,4,1,0,0,0,0,0,0,1,0,0,0,1461.357
1-730130539,Accepted,In Progress,A2_2,Org line A2,G63 2nd,Low,PROD365,in,Sweden,99.078,13.174,42929.954,Friday,7,5,1,0,0,0,0,0,0,1,0,0,0,1461.357
1-730130539,Completed,Resolved,A2_2,Org line A2,G63 2nd,Low,PROD365,in,Sweden,112.304,13.226,42943.18,Friday,8,5,1,0,0,0,0,0,0,1,0,0,0,1461.357
1-730130539,Queued,Awaiting Assignment,A2_2,Org line A2,G63 2nd,Low,PROD365,in,Japan,121.79,9.486,42952.666,Friday,8,5,2,0,0,0,0,0,0,1,0,0,0,1461.357
1-730130539,Accepted,In Progress,A2_2,Org line A2,G63 2nd,Low,PROD365,in,Sweden,123.132,1.342,42954.008,Friday,8,6,2,0,0,0,0,0,0,1,0,0,0,1461.357
1-730130539,Completed,Resolved,A2_2,Org line A2,G63 2nd,Low,PROD365,in,Sweden,123.472,0.34,42954.348,Friday,9,6,2,0,0,0,0,0,0,1,0,0,0,1461.357
1-730130539,Queued,Awaiting Assignment,A2_2,Org line A2,G63 2nd,Low,PROD365,in,Japan,611.961,488.489,43442.837,Friday,9,6,3,0,0,0,0,0,0,1,0,0,0,1461.357
1-730130539,Accepted,In Progress,A2_2,Org line A2,G63 2nd,Low,PROD365,in,Sweden,704.113,92.152,43534.989,Friday,9,7,3,0,0,0,0,0,0,1,0,0,0,1461.357
1-730130539,Completed,Resolved,A2_2,Org line A2,G63 2nd,Low,PROD365,in,Sweden,802.053,97.94,43632.929,Friday,10,7,3,0,0,0,0,0,0,1,0,0,0,1461.357
1-730520519,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD424,in,INDIA,0.0,0.0,42847.155,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,839.887
1-730520519,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD424,in,INDIA,0.111,0.111,42847.266,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,839.887
1-730520519,Queued,Awaiting Assignment,E_10,Org line B,G230 2nd,Medium,PROD424,in,INDIA,0.256,0.145,42847.411,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,839.887
1-730520519,Accepted,In Progress,E_10,Org line B,G230 2nd,Medium,PROD424,in,INDIA,2.479,2.223,42849.634,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,839.887
1-730520519,Accepted,Assigned,E_10,Org line B,G230 2nd,Medium,PROD424,in,INDIA,2.527,0.048,42849.682,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,839.887
1-730520519,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD424,in,INDIA,8.307,5.78,42855.462,Friday,3,1,0,1,0,0,0,0,0,0,0,0,0,839.887
1-730520519,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD424,in,INDIA,8.469,0.162,42855.624,Friday,4,1,0,1,0,0,0,0,0,0,0,0,0,839.887
1-730520519,Queued,Awaiting Assignment,E_5,Org line C,G92,Medium,PROD424,in,INDIA,8.495,0.026,42855.65,Friday,5,1,0,1,0,0,0,0,0,0,0,0,0,839.887
1-730520519,Accepted,In Progress,E_5,Org line C,G92,Medium,PROD424,in,INDIA,15.413,6.918,42862.568,Friday,5,2,0,1,0,0,0,0,0,0,0,0,0,839.887
1-730520519,Queued,Awaiting Assignment,V3_2,Org line C,G97,Medium,PROD424,in,INDIA,16.08,0.667,42863.235,Friday,6,2,0,1,0,0,0,0,0,0,0,0,0,839.887
1-730520519,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD424,in,INDIA,273.062,256.982,43120.217,Friday,6,3,0,1,0,0,0,0,0,0,0,0,0,839.887
1-730520519,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD424,in,INDIA,273.473,0.411,43120.628,Friday,7,3,0,1,0,0,0,0,0,0,0,0,0,839.887
1-730520519,Queued,Awaiting Assignment,E_7,Org line C,G165 2nd,Medium,PROD424,in,INDIA,273.498,0.025,43120.653,Friday,8,3,0,1,0,0,0,0,0,0,0,0,0,839.887
1-730520519,Accepted,In Progress,E_7,Org line C,G165 2nd,Medium,PROD424,in,INDIA,274.302,0.804,43121.457,Friday,8,4,0,1,0,0,0,0,0,0,0,0,0,839.887
1-730520519,Queued,Awaiting Assignment,V3_2,Org line C,G97,Medium,PROD424,in,INDIA,282.292,7.99,43129.447,Friday,9,4,0,1,0,0,0,0,0,0,0,0,0,839.887
1-730520519,Accepted,In Progress,V3_2,Org line C,G97,Medium,PROD424,in,INDIA,287.835,5.543,43134.99,Friday,9,5,0,1,0,0,0,0,0,0,0,0,0,839.887
1-730520519,Accepted,Wait - User,V3_2,Org line C,G97,Medium,PROD424,in,INDIA,287.846,0.011,43135.001,Friday,10,5,0,1,0,0,0,0,0,0,0,0,0,839.887
1-730520519,Queued,Awaiting Assignment,E_10,Org line B,G230 2nd,Medium,PROD424,in,INDIA,531.97,244.124,43379.125,Friday,10,5,0,1,0,1,0,0,0,0,0,0,0,839.887
1-730520519,Accepted,In Progress,E_10,Org line B,G230 2nd,Medium,PROD424,in,INDIA,532.087,0.117,43379.242,Friday,10,6,0,1,0,1,0,0,0,0,0,0,0,839.887
1-730520519,Accepted,Assigned,E_10,Org line B,G230 2nd,Medium,PROD424,in,INDIA,532.502,0.415,43379.657,Friday,11,6,0,1,0,1,0,0,0,0,0,0,0,839.887
1-730520519,Accepted,In Progress,E_10,Org line B,G230 2nd,Medium,PROD424,in,INDIA,532.836,0.334,43379.991,Friday,11,6,0,2,0,1,0,0,0,0,0,0,0,839.887
1-730520519,Accepted,Assigned,E_10,Org line B,G230 2nd,Medium,PROD424,in,INDIA,532.868,0.032,43380.023,Friday,12,6,0,2,0,1,0,0,0,0,0,0,0,839.887
1-730520519,Accepted,In Progress,E_10,Org line B,G230 2nd,Medium,PROD424,in,INDIA,538.563,5.695,43385.718,Friday,12,6,0,3,0,1,0,0,0,0,0,0,0,839.887
1-730520519,Accepted,Wait - User,E_10,Org line B,G230 2nd,Medium,PROD424,in,INDIA,538.687,0.124,43385.842,Friday,13,6,0,3,0,1,0,0,0,0,0,0,0,839.887
1-730520519,Accepted,In Progress,E_10,Org line B,G230 2nd,Medium,PROD424,in,INDIA,806.638,267.951,43653.793,Friday,13,6,0,3,0,2,0,0,0,0,0,0,0,839.887
1-730520519,Completed,Resolved,E_10,Org line B,G230 2nd,Medium,PROD424,in,INDIA,806.679,0.041,43653.834,Friday,14,6,0,3,0,2,0,0,0,0,0,0,0,839.887
1-730529203,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD253,se,POLAND,0.0,0.0,42851.684,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,921.665
1-730529203,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD253,se,POLAND,0.116,0.116,42851.8,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,921.665
1-730529203,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD253,se,POLAND,0.463,0.347,42852.147,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,921.665
1-730529203,Queued,Awaiting Assignment,V3_2,Org line C,M17,Medium,PROD253,se,POLAND,0.503,0.04,42852.187,Friday,3,0,0,0,0,0,0,0,0,0,0,0,0,921.665
1-730529203,Accepted,In Progress,V3_2,Org line C,M17,Medium,PROD253,se,Sweden,1.533,1.03,42853.217,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,921.665
1-730529203,Accepted,Wait - Implementation,V3_2,Org line C,M17,Medium,PROD253,se,Sweden,1.536,0.003,42853.22,Friday,4,1,0,0,0,0,0,0,0,0,0,0,0,921.665
1-730529203,Completed,Resolved,V3_2,Org line C,M17,Medium,PROD253,se,Sweden,94.331,92.795,42946.015,Friday,4,1,0,0,0,0,1,0,0,0,0,0,0,921.665
1-730529203,Completed,Closed,V3_2,Org line C,M17,Medium,PROD253,se,0,143.561,49.23,42995.245,Friday,4,1,1,0,0,0,1,0,0,0,0,0,0,921.665
1-730529203,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD253,se,POLAND,173.243,29.682,43024.927,Friday,4,1,1,0,1,0,1,0,0,0,0,0,0,921.665
1-730529203,Accepted,In Progress,V3_2,Org line C,G96,Medium,PROD253,se,POLAND,173.249,0.006,43024.933,Friday,5,1,1,0,1,0,1,0,0,0,0,0,0,921.665
1-730529203,Queued,Awaiting Assignment,V3_2,Org line C,M17,Medium,PROD253,se,POLAND,173.289,0.04,43024.973,Friday,6,1,1,0,1,0,1,0,0,0,0,0,0,921.665
1-730529203,Accepted,In Progress,V3_2,Org line C,M17,Medium,PROD253,se,Sweden,174.262,0.973,43025.946,Friday,6,2,1,0,1,0,1,0,0,0,0,0,0,921.665
1-730529203,Accepted,Wait - User,V3_2,Org line C,M17,Medium,PROD253,se,Sweden,176.764,2.502,43028.448,Friday,7,2,1,0,1,0,1,0,0,0,0,0,0,921.665
1-730529203,Accepted,In Progress,V3_2,Org line C,M17,Medium,PROD253,se,Sweden,882.174,705.41,43733.858,Friday,7,2,1,0,1,1,1,0,0,0,0,0,0,921.665
1-730529203,Accepted,Wait - User,V3_2,Org line C,M17,Medium,PROD253,se,Sweden,882.203,0.029,43733.887,Friday,8,2,1,0,1,1,1,0,0,0,0,0,0,921.665
1-730529203,Completed,Resolved,V3_2,Org line C,M17,Medium,PROD253,se,Sweden,887.628,5.425,43739.312,Friday,8,2,1,0,1,2,1,0,0,0,0,0,0,921.665
1-730540985,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,0.0,0.0,42850.053,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1787.695
1-730540985,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,0.822,0.822,42850.875,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1787.695
1-730540985,Queued,Awaiting Assignment,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,2.746,1.924,42852.799,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1787.695
1-730540985,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,2.825,0.079,42852.878,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,1787.695
1-730540985,Accepted,Wait - User,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,2.827,0.002,42852.88,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,1787.695
1-730540985,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,7.438,4.611,42857.491,Friday,3,1,0,0,0,1,0,0,0,0,0,0,0,1787.695
1-730540985,Accepted,Wait - User,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,9.042,1.604,42859.095,Friday,4,1,0,0,0,1,0,0,0,0,0,0,0,1787.695
1-730540985,Queued,Awaiting Assignment,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,9.046,0.004,42859.099,Friday,4,1,0,0,0,2,0,0,0,0,0,0,0,1787.695
1-730540985,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,9.093,0.047,42859.146,Friday,4,2,0,0,0,2,0,0,0,0,0,0,0,1787.695
1-730540985,Accepted,Wait - User,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,9.096,0.003,42859.149,Friday,5,2,0,0,0,2,0,0,0,0,0,0,0,1787.695
1-730540985,Accepted,In Progress,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,1134.969,1125.873,43985.022,Friday,5,2,0,0,0,3,0,0,0,0,0,0,0,1787.695
1-730540985,Completed,Resolved,V3_2,Org line C,S42,Medium,PROD660,se,Sweden,1136.331,1.362,43986.384,Friday,6,2,0,0,0,3,0,0,0,0,0,0,0,1787.695
1-730589165,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD104,in,INDIA,0.0,0.0,42853.108,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,833.931
1-730589165,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD104,in,INDIA,0.034,0.034,42853.142,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,833.931
1-730589165,Accepted,Wait - User,V3_2,Org line C,G96,Low,PROD104,in,INDIA,1.607,1.573,42854.715,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,833.931
1-730589165,Accepted,Wait - User,V3_2,Org line C,G96,Low,PROD104,in,INDIA,108.215,106.608,42961.323,Friday,2,0,0,0,0,1,0,0,0,0,0,0,0,833.931
1-730589165,Queued,Awaiting Assignment,missing,Org line C,B8,Low,PROD104,in,INDIA,108.398,0.183,42961.506,Friday,2,0,0,0,0,2,0,0,0,0,0,0,0,833.931
1-730589165,Accepted,In Progress,missing,Org line C,B8,Low,PROD104,in,INDIA,162.737,54.339,43015.845,Friday,2,1,0,0,0,2,0,0,0,0,0,0,0,833.931
1-730589165,Accepted,Wait - User,missing,Org line C,B8,Low,PROD104,in,INDIA,162.744,0.007,43015.852,Friday,3,1,0,0,0,2,0,0,0,0,0,0,0,833.931
1-730589165,Completed,Resolved,missing,Org line C,B8,Low,PROD104,in,INDIA,193.528,30.784,43046.636,Friday,3,1,0,0,0,3,0,0,0,0,0,0,0,833.931
1-730589165,Completed,Closed,missing,Org line C,B8,Low,PROD104,in,0,228.578,35.05,43081.686,Friday,3,1,1,0,0,3,0,0,0,0,0,0,0,833.931
1-730589165,Queued,Awaiting Assignment,missing,Org line C,B8,Low,PROD104,in,INDIA,253.187,24.609,43106.295,Friday,3,1,1,0,1,3,0,0,0,0,0,0,0,833.931
1-730589165,Accepted,In Progress,missing,Org line C,B8,Low,PROD104,in,INDIA,253.255,0.068,43106.363,Friday,3,2,1,0,1,3,0,0,0,0,0,0,0,833.931
1-730589165,Accepted,Wait - User,missing,Org line C,B8,Low,PROD104,in,INDIA,253.266,0.011,43106.374,Friday,4,2,1,0,1,3,0,0,0,0,0,0,0,833.931
1-730589165,Queued,Awaiting Assignment,A2_2,Org line A2,G22 2nd,Low,PROD104,in,INDIA,253.733,0.467,43106.841,Friday,4,2,1,0,1,4,0,0,0,0,0,0,0,833.931
1-730589165,Accepted,In Progress,A2_2,Org line A2,G22 2nd,Low,PROD104,in,Sweden,255.057,1.324,43108.165,Friday,4,3,1,0,1,4,0,0,0,0,0,0,0,833.931
1-730589165,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD104,in,Sweden,257.954,2.897,43111.062,Friday,5,3,1,0,1,4,0,0,0,0,0,0,0,833.931
1-730589165,Accepted,In Progress,missing,Org line C,B8,Low,PROD104,in,INDIA,260.391,2.437,43113.499,Friday,5,4,1,0,1,4,0,0,0,0,0,0,0,833.931
1-730589165,Accepted,Wait - User,missing,Org line C,B8,Low,PROD104,in,INDIA,260.398,0.007,43113.506,Friday,6,4,1,0,1,4,0,0,0,0,0,0,0,833.931
1-730589165,Completed,Resolved,missing,Org line C,B8,Low,PROD104,in,INDIA,772.629,512.231,43625.737,Friday,6,4,1,0,1,5,0,0,0,0,0,0,0,833.931
1-730589790,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,POLAND,0.0,0.0,42856.709,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1521.674
1-730589790,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,POLAND,0.013,0.013,42856.722,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1521.674
1-730589790,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,0.161,0.148,42856.87,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1521.674
1-730589790,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,181.142,180.981,43037.851,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,1521.674
1-730589790,Accepted,Assigned,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,181.147,0.005,43037.856,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,1521.674
1-730589790,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,186.977,5.83,43043.686,Friday,3,1,0,1,0,0,0,0,0,0,0,0,0,1521.674
1-730589790,Accepted,Wait,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,188.268,1.291,43044.977,Friday,4,1,0,1,0,0,0,0,0,0,0,0,0,1521.674
1-730589790,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,190.461,2.193,43047.17,Friday,4,1,0,1,0,0,0,1,0,0,0,0,0,1521.674
1-730589790,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,190.751,0.29,43047.46,Friday,5,1,0,1,0,0,0,1,0,0,0,0,0,1521.674
1-730589790,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,699.253,508.502,43555.962,Friday,5,1,0,1,0,1,0,1,0,0,0,0,0,1521.674
1-730589790,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,702.563,3.31,43559.272,Friday,6,1,0,1,0,1,0,1,0,0,0,0,0,1521.674
1-730589790,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,861.642,159.079,43718.351,Friday,6,1,0,1,0,2,0,1,0,0,0,0,0,1521.674
1-730589790,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,861.885,0.243,43718.594,Friday,7,1,0,1,0,2,0,1,0,0,0,0,0,1521.674
1-730589790,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,882.275,20.39,43738.984,Friday,7,1,0,1,0,3,0,1,0,0,0,0,0,1521.674
1-730589790,Completed,Resolved,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,887.797,5.522,43744.506,Friday,8,1,0,1,0,3,0,1,0,0,0,0,0,1521.674
1-730604741,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,POLAND,0.0,0.0,42855.679,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1436.552
1-730604741,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,POLAND,0.058,0.058,42855.737,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1436.552
1-730604741,Accepted,In Progress,V3_2,Org line C,G96,Low,PROD424,pl,POLAND,0.737,0.679,42856.416,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1436.552
1-730604741,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,1.168,0.431,42856.847,Friday,3,0,0,0,0,0,0,0,0,0,0,0,0,1436.552
1-730604741,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,95.374,94.206,42951.053,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,1436.552
1-730604741,Accepted,Assigned,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,95.39,0.016,42951.069,Friday,4,1,0,0,0,0,0,0,0,0,0,0,0,1436.552
1-730604741,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,98.289,2.899,42953.968,Friday,4,1,0,1,0,0,0,0,0,0,0,0,0,1436.552
1-730604741,Accepted,Wait,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,99.021,0.732,42954.7,Friday,5,1,0,1,0,0,0,0,0,0,0,0,0,1436.552
1-730604741,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,191.132,92.111,43046.811,Friday,5,1,0,1,0,0,0,1,0,0,0,0,0,1436.552
1-730604741,Queued,Awaiting Assignment,E_7,Org line C,G162 2nd,Low,PROD424,pl,POLAND,191.948,0.816,43047.627,Friday,6,1,0,1,0,0,0,1,0,0,0,0,0,1436.552
1-730604741,Accepted,In Progress,E_7,Org line C,G162 2nd,Low,PROD424,pl,INDIA,192.057,0.109,43047.736,Friday,6,2,0,1,0,0,0,1,0,0,0,0,0,1436.552
1-730604741,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD424,pl,INDIA,197.135,5.078,43052.814,Friday,7,2,0,1,0,0,0,1,0,0,0,0,0,1436.552
1-730604741,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,271.491,74.356,43127.17,Friday,7,3,0,1,0,0,0,1,0,0,0,0,0,1436.552
1-730604741,Accepted,Wait,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,271.495,0.004,43127.174,Friday,8,3,0,1,0,0,0,1,0,0,0,0,0,1436.552
1-730604741,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,279.959,8.464,43135.638,Friday,8,3,0,1,0,0,0,2,0,0,0,0,0,1436.552
1-730604741,Accepted,Wait - Implementation,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,280.394,0.435,43136.073,Friday,9,3,0,1,0,0,0,2,0,0,0,0,0,1436.552
1-730604741,Accepted,In Progress,E_7,Org line C,G162 2nd,Low,PROD424,pl,INDIA,281.521,1.127,43137.2,Friday,9,3,0,1,0,0,1,2,0,0,0,0,0,1436.552
1-730604741,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD424,pl,INDIA,283.571,2.05,43139.25,Friday,10,3,0,1,0,0,1,2,0,0,0,0,0,1436.552
1-730604741,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,Sweden,320.302,36.731,43175.981,Friday,10,4,0,1,0,0,1,2,0,0,0,0,0,1436.552
1-730604741,Queued,Awaiting Assignment,V3_2,Org line C,G97,Low,PROD424,pl,Sweden,320.306,0.004,43175.985,Friday,11,4,0,1,0,0,1,2,0,0,0,0,0,1436.552
1-730604741,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,518.516,198.21,43374.195,Friday,11,5,0,1,0,0,1,2,0,0,0,0,0,1436.552
1-730604741,Accepted,Assigned,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,518.52,0.004,43374.199,Friday,12,5,0,1,0,0,1,2,0,0,0,0,0,1436.552
1-730604741,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,521.751,3.231,43377.43,Friday,12,5,0,2,0,0,1,2,0,0,0,0,0,1436.552
1-730604741,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,706.559,184.808,43562.238,Friday,13,5,0,2,0,0,1,2,0,0,0,0,0,1436.552
1-730604741,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,777.292,70.733,43632.971,Friday,13,5,0,2,0,1,1,2,0,0,0,0,0,1436.552
1-730604741,Accepted,Wait - User,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,778.217,0.925,43633.896,Friday,14,5,0,2,0,1,1,2,0,0,0,0,0,1436.552
1-730604741,Accepted,In Progress,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,780.479,2.262,43636.158,Friday,14,5,0,2,0,2,1,2,0,0,0,0,0,1436.552
1-730604741,Completed,Resolved,V3_2,Org line C,G97,Low,PROD424,pl,POLAND,780.593,0.114,43636.272,Friday,15,5,0,2,0,2,1,2,0,0,0,0,0,1436.552
1-730607446,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD38,se,Sweden,0.0,0.0,42854.44,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,1820.192
1-730607446,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD38,se,Sweden,0.105,0.105,42854.545,Friday,1,0,0,0,0,0,0,0,0,0,0,0,0,1820.192
1-730607446,Queued,Awaiting Assignment,missing,Org line E,A14,Medium,PROD38,se,Sweden,0.314,0.209,42854.754,Friday,2,0,0,0,0,0,0,0,0,0,0,0,0,1820.192
1-730607446,Accepted,In Progress,missing,Org line E,A14,Medium,PROD38,se,0,12.59,12.276,42867.03,Friday,2,1,0,0,0,0,0,0,0,0,0,0,0,1820.192
1-730607446,Queued,Awaiting Assignment,A2_1,Org line A2,D7,Medium,PROD38,se,0,13.334,0.744,42867.774,Friday,3,1,0,0,0,0,0,0,0,0,0,0,0,1820.192
1-730607446,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD38,se,Sweden,16.836,3.502,42871.276,Friday,3,2,0,0,0,0,0,0,0,0,0,0,0,1820.192
1-730607446,Accepted,Wait - User,A2_1,Org line A2,D7,Medium,PROD38,se,Sweden,16.915,0.079,42871.355,Friday,4,2,0,0,0,0,0,0,0,0,0,0,0,1820.192
1-730607446,Completed,Resolved,A2_1,Org line A2,D7,Medium,PROD38,se,Sweden,522.838,505.923,43377.278,Friday,4,2,0,0,0,1,0,0,0,0,0,0,0,1820.192
1-730607446,Accepted,In Progress,A2_1,Org line A2,D7,Medium,PROD38,se,Sweden,535.74,12.902,43390.18,Friday,4,2,1,0,0,1,0,0,0,0,0,0,0,1820.192
1-730607446,Queued,Awaiting Assignment,missing,Org line E,A14,Medium,PROD38,se,Sweden,535.796,0.056,43390.236,Friday,5,2,1,0,0,1,0,0,0,0,0,0,0,1820.192
1-730607446,Accepted,In Progress,missing,Org line E,A14,Medium,PROD38,se,0,716.751,180.955,43571.191,Friday,5,3,1,0,0,1,0,0,0,0,0,0,0,1820.192
1-730607446,Queued,Awaiting Assignment,A2_1,Org line A2,G336 3rd,Medium,PROD38,se,0,739.345,22.594,43593.785,Friday,6,3,1,0,0,1,0,0,0,0,0,0,0,1820.192
1-730607446,Accepted,In Progress,A2_1,Org line A2,G336 3rd,Medium,PROD38,se,POLAND,786.164,46.819,43640.604,Friday,6,4,1,0,0,1,0,0,0,0,0,0,0,1820.192
1-730607446,Queued,Awaiting Assignment,A2_2,Org line A2,G40,Medium,PROD38,se,POLAND,786.348,0.184,43640.788,Friday,7,4,1,0,0,1,0,0,0,0,0,0,0,1820.192
